16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.29,"Mystery, Horror, Psychological, School",TV,13,"Jul 5, 2013 to Sep 27, 2013","Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate",Lerche,Game,24 min. per ep.,R - 17+ (violence & profanity),137
16602,Dead Girl Trailer,3.52,"Horror, Parody, Supernatural, Thriller",ONA,1,22-May-11,Unknown,Unknown,Original,1 min.,R - 17+ (violence & profanity),8950
16604,Pinky,3.39,"Comedy, Horror",ONA,1,23-Mar-12,Unknown,Unknown,Original,2 min.,R - 17+ (violence & profanity),8105
16606,C.L.A.Y.,3.51,Horror,ONA,1,27-May-12,Unknown,Unknown,Original,1 min.,R - 17+ (violence & profanity),8370
16608,Shitcom,2.78,"Comedy, Romance",ONA,1,21-Sep-12,Unknown,Unknown,Original,1 min.,PG-13 - Teens 13 or older,4042
16610,No Littering,3.55,"Comedy, Horror",ONA,1,26-Oct-12,Unknown,Unknown,Original,1 min.,R - 17+ (violence & profanity),7279
16614,Busou Shinki: Install x Dream,6.57,"Action, Sci-Fi",OVA,1,26-Jun-13,Unknown,8bit,Unknown,24 min.,PG-13 - Teens 13 or older,6118
16620,Robot King,Unknown,"Action, Mecha",Movie,1,1980,Unknown,Unknown,Unknown,1 hr. 5 min.,Unknown,14660
16636,Kotoura-san: Haruka no Heya,6.18,"Comedy, School",ONA,6,"Dec 7, 2012 to Jan 11, 2013","AIC, KlockWorx, flying DOG",AIC Classic,Unknown,2 min. per ep.,PG-13 - Teens 13 or older,3697
16638,Fault!! Service: Aratanaru Rival,6.98,"Hentai, School",OVA,1,22-Feb-13,"T-Rex, Cotton Doll",Unknown,Visual novel,26 min.,Rx - Hentai,4912
16642,Ane Koi: Suki Kirai Daisuki.,6.89,Hentai,OVA,2,"Feb 15, 2013 to May 17, 2013",Pashmina,Unknown,Manga,26 min. per ep.,Rx - Hentai,4999
16644,Soushi Souai: Junai Mellow yori,6.7,Hentai,OVA,1,18-Jan-13,Pashmina,Unknown,Manga,26 min.,Rx - Hentai,6206
16646,Hanamaru Youchien: Panda Neko Taisou,6.2,"Comedy, Kids, Music",Special,8,"May 26, 2010 to Aug 25, 2010",Starchild Records,Gainax,Manga,1 min. per ep.,G - All Ages,8259
16648,Youchien Senshi: Hanamaru Girls,5.79,"Action, Comedy, Kids",Special,3,25-Aug-10,Starchild Records,Gainax,Manga,40 sec. per ep.,G - All Ages,8816
16650,Pro Golfer Saru (TV),Unknown,"Sports, Kids",TV,143,"Apr 2, 1985 to Mar 28, 1988",TV Asahi,Shin-Ei Animation,Unknown,20 min. per ep.,PG - Children,13475
16656,Zettai Junpaku♡Mahou Shoujo,5.3,"Action, Ecchi, Harem, Magic",OVA,1,12-Aug-12,Unknown,"Barnum Studio, Project No.9",Manga,6 min.,R+ - Mild Nudity,4446
16662,Kaze Tachinu,8.12,"Drama, Historical, Romance",Movie,1,20-Jul-13,Nichion,Studio Ghibli,Manga,2 hr. 6 min.,PG-13 - Teens 13 or older,706
16664,Kaguya-hime no Monogatari,8.23,"Fantasy, Historical",Movie,1,23-Nov-13,Unknown,Studio Ghibli,Other,2 hr. 17 min.,G - All Ages,1017
16668,Kakumeiki Valvrave,7.17,"Action, Military, Space, Mecha",TV,12,"Apr 12, 2013 to Jun 28, 2013","Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),1036
16678,Pokemon: Pikachu to Eievui Friends,6.81,"Adventure, Comedy, Fantasy, Kids",Movie,1,13-Jul-13,Unknown,OLM,Game,21 min.,PG - Children,5497
16680,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,6.35,"Action, Adventure, Comedy, Kids, Fantasy",Movie,1,13-Jul-13,Unknown,OLM,Game,1 hr. 10 min.,PG - Children,2923
16690,My Life,6.33,"Slice of Life, Drama",ONA,1,10-Nov-12,Unknown,Unknown,Unknown,4 min.,G - All Ages,7692
16692,Jigoku Youchien,4.65,"Demons, Kids, School",ONA,12,"Jan 9, 2013 to Mar 26, 2013",Unknown,Unknown,Original,2 min. per ep.,G - All Ages,9590
16694,Sankarea: Wagahai mo... Zombie de Aru...,7.27,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen",Special,1,30-Nov-12,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,Manga,24 min.,R+ - Mild Nudity,1822
16696,2020 Nyeon Ujuui Wonder Kiddy,Unknown,"Sci-Fi, Space",TV,13,1989,Unknown,Unknown,Unknown,24 min. per ep.,PG - Children,12688
16700,Higurashi no Naku Koro ni Kaku: Outbreak,7.24,"Mystery, Horror, Psychological, Thriller",OVA,1,15-Aug-13,"Geneon Universal Entertainment, Frontier Works, Sotsu, Daiichi Shokai",Studio Deen,Visual novel,52 min.,R - 17+ (violence & profanity),2083
16702,Doraemon: Nobita to Mirai Note,6.18,"Kids, Adventure, Fantasy, Sci-Fi, Shounen",OVA,1,1994,Unknown,Shin-Ei Animation,Unknown,16 min.,PG - Children,11179
16706,Kami nomi zo Shiru Sekai: Megami-hen,8.08,"Harem, Comedy, Supernatural, Romance, Shounen",TV,12,"Jul 9, 2013 to Sep 24, 2013","TV Tokyo, Geneon Universal Entertainment, Shogakukan, Imagine",Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,519
16718,SKET Dance: SD Character Flash Anime,6.56,"Comedy, School, Shounen",ONA,16,"Mar 7, 2011 to Oct 14, 2011",Unknown,Tatsunoko Production,Unknown,1 min. per ep.,PG-13 - Teens 13 or older,7711
16726,gdgd Fairies 2,6.94,"Comedy, Fantasy",TV,12,"Jan 10, 2013 to Mar 28, 2013","Strawberry Meets Pictures, Bouncy",Unknown,Original,15 min. per ep.,PG - Children,8697
16728,Tatakae!! Ramenman (Movie),5.88,"Action, Adventure, Martial Arts, Shounen",Movie,1,9-Jul-88,Unknown,Toei Animation,Manga,25 min.,PG-13 - Teens 13 or older,12277
16730,Ojamanga Yamada-kun (Movie),Unknown,"Slice of Life, Comedy",Movie,1,14-Mar-81,Kadokawa Shoten,Unknown,Unknown,27 min.,Unknown,13088
16732,Kiniro Mosaic,7.26,"Slice of Life, Comedy, School, Seinen",TV,12,"Jul 6, 2013 to Sep 21, 2013","Media Factory, Showgate",Studio Gokumi,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,961
16738,Wooser no Sono Higurashi: Ken to Pants to Wooser to,6.03,"Slice of Life, Comedy, Fantasy",Special,1,22-Mar-13,Unknown,SANZIGEN,Web manga,4 min.,G - All Ages,7921
16740,Hanamaru Youchien Special Preview,6.29,"Comedy, School",Special,1,16-Oct-09,Unknown,Gainax,Manga,4 min.,PG-13 - Teens 13 or older,8813
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.04,"Slice of Life, Comedy, School",TV,12,"Jul 9, 2013 to Sep 24, 2013","TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare",SILVER LINK.,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,227
16746,Goesu Daejeonjaeng,Unknown,"Action, Supernatural, Shounen",Movie,1,1972,Unknown,Unknown,Unknown,1 hr. 6 min.,Unknown,15401
16748,Narara! Ujujeonham Geobukseon,Unknown,"Action, Sci-Fi, Space, Shounen",Movie,1,26-Jul-79,Unknown,Unknown,Unknown,1 hr. 7 min.,PG - Children,14605
16752,Haedori Daemoheom,Unknown,"Adventure, Drama, Military",Movie,1,1982,Unknown,Unknown,Unknown,56 min.,Unknown,15833
16754,Taegeugsonyeon Huin Dogsuli,Unknown,"Action, Adventure, Super Power, Shounen",Movie,1,1979,Unknown,Unknown,Unknown,1 hr.,Unknown,15523
16756,Kuiba: Zhi Shiwanhuoji,6.49,"Action, Kids, Adventure, Fantasy",Movie,1,8-Jul-11,Vasoon Animation,Unknown,Original,1 hr. 30 min.,G - All Ages,10656
16762,Mirai Nikki: Redial,7.4,"Action, Psychological, Supernatural, Shounen",OVA,1,19-Jun-13,Unknown,Asread,Manga,29 min.,R - 17+ (violence & profanity),493
16774,Inferno Cop,7.28,"Action, Comedy, Police",ONA,13,"Dec 25, 2012 to Mar 19, 2013",CoMix Wave Films,Trigger,Original,3 min. per ep.,R - 17+ (violence & profanity),1596
16776,Hurdle,Unknown,Drama,Movie,1,15-Jan-05,"Magic Bus, Cinema Tohoku",Unknown,Unknown,1 hr. 30 min.,Unknown,13680
16778,Gold Pencil And Alien Boy,Unknown,"Kids, Adventure, Space",Movie,1,13-Aug-83,Unknown,Unknown,Unknown,1 hr. 5 min.,Unknown,14517
16780,Gongnyong Baengmannyeon Ttori,Unknown,"Action, Adventure, Shounen",Movie,1,1981,Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,15242
16782,Kotonoha no Niwa,8.05,"Slice of Life, Psychological, Drama, Romance",Movie,1,31-May-13,"The Answer Studio, TOHO animation",CoMix Wave Films,Original,46 min.,PG-13 - Teens 13 or older,192
16784,Marin X,Unknown,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,1982,Unknown,Unknown,Unknown,1 hr. 20 min.,Unknown,15404
16786,Bulsajo Robot Phoenix King,4.9,"Action, Space, Mecha, Shounen",Movie,1,1984,Unknown,Unknown,Unknown,1 hr. 6 min.,PG - Children,12641
16788,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,Unknown,"Action, Adventure, Mecha",OVA,3,"Jun 22, 1990 to Oct 25, 1990","Bandai Visual, Artmic",Unknown,Unknown,40 min. per ep.,PG-13 - Teens 13 or older,13852
16790,Super Samchongsa,Unknown,"Action, Space, Mecha, Shounen",Movie,1,1982,Unknown,Unknown,Unknown,1 hr. 16 min.,Unknown,15565
16794,Computer Haekjeonham Pokpa Daejakjeon,5.17,"Action, Sci-Fi, Shounen",Movie,1,1983,Unknown,Unknown,Unknown,1 hr. 8 min.,G - All Ages,12869
16796,Mujeokcheorin Rambot,Unknown,"Action, Mecha, Shounen, Space",Movie,1,1985,Unknown,Unknown,Unknown,1 hr. 10 min.,Unknown,15331
16798,Ttori wa Zeta Robot,Unknown,"Action, Adventure, Kids, Mecha",Movie,1,17-Jan-85,Unknown,Unknown,Unknown,1 hr. 2 min.,Unknown,12091
16800,Miraesonyeon Kunta Beomyuda 5000 Nyeon,Unknown,"Action, Adventure, Mecha, Shounen",Movie,1,1983,Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,15256
16802,Golden Batman,4.51,"Action, Kids",Movie,1,1979,Unknown,Unknown,Unknown,1 hr. 10 min.,G - All Ages,10586
16804,Solar I.II.III,Unknown,"Action, Mecha, Shounen",Movie,1,"Dec, 1982",Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,13904
16806,Super Titans 15,Unknown,"Action, Mecha, Shounen",Movie,1,1982,Unknown,Unknown,Unknown,1 hr. 10 min.,Unknown,14831
16808,Hwanggeum Cheolin,Unknown,"Action, Kids, Adventure, Super Power, Demons",Movie,1,25-Jul-68,Unknown,Unknown,Unknown,1 hr. 20 min.,PG - Children,14051
16810,Narara Wonder Gongju,Unknown,"Action, Sci-Fi, Adventure, Space, Super Power",Movie,1,31-Jul-78,Unknown,Unknown,Unknown,1 hr. 20 min.,PG-13 - Teens 13 or older,14381
16812,77Danui Bimil,5.23,"Action, Drama",Movie,1,1978,Unknown,Unknown,Unknown,1 hr. 9 min.,PG-13 - Teens 13 or older,12814
16814,Son O-gong gwa Byeoldeul-ui Jeonjaeng,Unknown,"Action, Adventure, Space",Movie,1,1978,Unknown,Unknown,Unknown,1 hr. 7 min.,G - All Ages,14294
16816,David gwa Goliath,Unknown,"Adventure, Historical, Kids",Movie,1,1983,Unknown,Unknown,Unknown,1 hr. 15 min.,PG - Children,14947
16818,Eunhahamdae Jiguho,Unknown,"Action, Kids, Adventure, Space, Sci-Fi",Movie,1,22-Jul-79,Unknown,Unknown,Unknown,1 hr. 20 min.,Unknown,14652
16820,Lightning Atom,Unknown,"Action, Kids, Super Power",Movie,1,1971,Unknown,Unknown,Unknown,1 hr. 20 min.,Unknown,15335
16822,Uju Heukgisa,4.49,"Action, Sci-Fi, Space",Movie,1,2-Aug-79,Unknown,Unknown,Unknown,1 hr. 10 min.,PG - Children,11197
16824,Hwang-geum-ui Pal,Unknown,"Sports, Shounen",Movie,1,1983,Unknown,Unknown,Unknown,1 hr. 8 min.,Unknown,15593
16828,Hokseong Robot Sseondeo A,Unknown,"Action, Mecha, Shounen",Movie,1,5-Jan-82,Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,14488
16830,Uju Jeonsa Hong Gildong,Unknown,"Action, Kids, Adventure, Space, Sci-Fi",Movie,1,1983,Unknown,Unknown,Unknown,1 hr. 25 min.,Unknown,15350
16832,Video Ranger 007,Unknown,"Action, Adventure, Mecha",Movie,1,1985,Unknown,Unknown,Unknown,1 hr. 11 min.,Unknown,15468
16834,Mecha Robot Corps 3,Unknown,"Action, Adventure, Mecha, Shounen",Movie,1,1985,Unknown,Unknown,Unknown,1 hr. 8 min.,Unknown,15224
16838,Gaegujang-i Cheonsa-deul,Unknown,"Adventure, Kids",Movie,1,1980,Unknown,Unknown,Unknown,1 hr. 20 min.,Unknown,15184
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.15,"Comedy, Historical, Romance, Shoujo",OVA,1,12-Aug-13,Unknown,Brain's Base,Manga,27 min.,PG-13 - Teens 13 or older,1605
16868,Sukitte Ii na yo.: Dareka ga,7.28,"Romance, School, Shoujo",OVA,1,24-Jul-13,Unknown,Zexcs,Manga,23 min.,PG-13 - Teens 13 or older,2250
16870,The Last: Naruto the Movie,7.76,"Action, Super Power, Romance, Martial Arts, Shounen",Movie,1,6-Dec-14,"TV Tokyo, Shueisha",Studio Pierrot,Manga,1 hr. 52 min.,PG-13 - Teens 13 or older,384
16890,Makai Ouji: Devils and Realist,7.06,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei",TV,12,"Jul 8, 2013 to Sep 23, 2013","TV Tokyo, Sotsu",Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1431
16894,Kuroko no Basket 2nd Season,8.28,"Comedy, Sports, School, Shounen",TV,25,"Oct 6, 2013 to Mar 30, 2014","Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,185
16904,K: Missing Kings,7.7,"Action, Super Power, Supernatural",Movie,1,12-Jul-14,"Starchild Records, Mainichi Broadcasting System, KlockWorx, Glovision",GoHands,Original,1 hr. 13 min.,PG-13 - Teens 13 or older,711
16906,Line Offline: Salaryman,6.59,Comedy,TV,114,"Jan 8, 2013 to Oct 1, 2013","TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",Shogakukan Music & Digital Entertainment,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,9254
16908,Ganbare! Oden-kun,Unknown,Comedy,TV,102,"Jan 12, 2013 to Dec 27, 2014",Sotsu,Kachidoki Studio,Picture book,3 min. per ep.,G - All Ages,14128
16910,Namiuchigiwa no Muromi-san,6.97,"Slice of Life, Comedy, Fantasy, Shounen",TV,13,"Apr 7, 2013 to Jun 30, 2013","Starchild Records, Studio Tulip, Half H.P Studio",Tatsunoko Production,Manga,13 min. per ep.,PG-13 - Teens 13 or older,2663
16912,gdgd Fairies 2 Episode 0,6,"Comedy, Fantasy",Special,1,28-Dec-12,"Strawberry Meets Pictures, Bouncy",Unknown,Unknown,14 min.,PG - Children,11555
16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,6.95,Hentai,OVA,2,"Feb 22, 2013 to Jun 28, 2013",Unknown,PoRO,Visual novel,29 min. per ep.,Rx - Hentai,5513
16916,Kuroko no Basket: Tip Off,7.87,"Sports, Comedy, School, Shounen",Special,1,22-Feb-13,"Bandai Visual, Lantis",Production I.G,Manga,25 min.,PG-13 - Teens 13 or older,1705
16918,Gin no Saji,8.11,"Comedy, School, Shounen, Slice of Life",TV,11,"Jul 12, 2013 to Sep 20, 2013","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",A-1 Pictures,Manga,23 min. per ep.,PG-13 - Teens 13 or older,628
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,6.73,"Comedy, Fantasy, Shoujo",OVA,1,28-Mar-13,"Bandai Visual, Lantis",Studio Deen,Visual novel,11 min.,PG-13 - Teens 13 or older,5629
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,7.51,"Comedy, Drama, Romance, School, Slice of Life",Special,1,19-Jun-13,"Lantis, Pony Canyon, TBS, Rakuonsha",Kyoto Animation,Light novel,24 min.,PG-13 - Teens 13 or older,901
16936,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",5.68,Comedy,ONA,1,29-Dec-12,Unknown,Charaction,Original,3 min.,PG-13 - Teens 13 or older,7258
16954,Milky Passion: Dougenzaka - Ai no Shiro,5.44,"Romance, Josei",OVA,1,23-Jun-90,Shochiku,Unknown,Manga,28 min.,R+ - Mild Nudity,11668
16964,Inazuma Eleven Go: TCG CM NG-shuu,6.68,Comedy,Special,1,22-Nov-12,Unknown,OLM,Unknown,6 min.,G - All Ages,8397
16970,Nyuuin Bokki Monogatari: Odaijini!,Unknown,"Comedy, Ecchi, Seinen",OVA,2,"Dec 5, 1991 to Dec 25, 1991",Tokyo Kids,Unknown,Unknown,45 min. per ep.,R+ - Mild Nudity,12861
16982,Hayate no Gotoku! Cuties,7.05,"Comedy, Harem, Parody, Romance, Shounen",TV,12,"Apr 9, 2013 to Jul 2, 2013",TV Tokyo,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625
16988,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,Unknown,"Comedy, Fantasy, Kids",Special,1,24-Dec-04,Unknown,TMS Entertainment,Unknown,48 min.,PG - Children,14421
16994,Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,Unknown,"Ecchi, Comedy, Seinen",OVA,2,25-Sep-89,Unknown,Unknown,Manga,24 min. per ep.,R+ - Mild Nudity,14428
17002,Choujuu Kishin Dancougar: Juusenki-tai Songs,Unknown,"Action, Sci-Fi, Mecha",OVA,1,1986,Ashi Production,Unknown,Unknown,24 min.,PG-13 - Teens 13 or older,13019
17004,Sore Ike! Anpanman: Franken-Robo-kun's Surprised Christmas,Unknown,"Comedy, Fantasy, Kids, Super Power",Special,1,19-Dec-08,Unknown,TMS Entertainment,Unknown,48 min.,PG - Children,14689
17006,Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas,Unknown,"Comedy, Fantasy, Kids, Super Power",Special,1,22-Dec-06,Unknown,TMS Entertainment,Unknown,48 min.,PG - Children,14662
17010,Yasashii March: The Tender March,6.41,Music,Music,1,5-May-11,Geidai Animation,Unknown,Original,3 min.,PG-13 - Teens 13 or older,9405
17012,Koukai Benjo The Animation,6.16,"Hentai, Psychological, Drama, School",OVA,2,"Mar 22, 2013 to Jun 28, 2013",Pink Pineapple,Office Takeout,Manga,30 min. per ep.,Rx - Hentai,6355
17020,D.C.III: Da Capo III Special,6.35,"Romance, Music, School, Drama",Special,1,31-Dec-12,Unknown,Kazami Gakuen Koushiki Douga-bu,Unknown,23 min.,PG-13 - Teens 13 or older,6752
17048,Choujin Locke Special,5.34,"Action, Sci-Fi, Super Power",Special,1,1979,Unknown,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,12622
17068,Transfer,6.24,"Action, Music",Music,1,21-Sep-12,Toy's Factory,HOTZIPANG,Original,6 min.,PG-13 - Teens 13 or older,9331
17074,Monogatari Series: Second Season,8.78,"Mystery, Comedy, Supernatural, Romance, Vampire",TV,26,"Jul 7, 2013 to Dec 29, 2013","Aniplex, Kodansha, Cyclone Graphics",Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),232
17076,Chagama Ondo,5.07,"Comedy, Supernatural",Movie,1,19-Mar-35,Unknown,Unknown,Original,6 min.,G - All Ages,10834
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,7.39,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,"Jan 9, 2015 to Apr 3, 2015","Starchild Records, Mainichi Broadcasting System","Xebec, I.Gzwei",Original,24 min. per ep.,PG-13 - Teens 13 or older,3750
17082,Aiura,6.69,"Comedy, School, Shounen, Slice of Life",TV,12,"Apr 10, 2013 to Jun 26, 2013","Pony Canyon, Tohokushinsha Film Corporation",LIDENFILMS,4-koma manga,4 min. per ep.,G - All Ages,1821
17086,Agigongryong Doolie (1988),Unknown,Kids,TV,7,5-May-88,Unknown,Unknown,Unknown,15 min. per ep.,PG - Children,13221
17088,Agigongryong Doolie,6.25,"Adventure, Kids",TV,6,7-Oct-87,Unknown,Unknown,Unknown,15 min. per ep.,PG - Children,12644
17090,Agigongryong Doolie (2009),Unknown,"Adventure, Kids",TV,26,"Jan 8, 2009 to Feb 7, 2009",Unknown,Unknown,Unknown,20 min. per ep.,PG - Children,13300
17092,Dallyeola Hani,6.67,Sports,TV,13,"Aug 14, 1988 to Nov 20, 1988",KBS,Daewon Media,Unknown,28 min. per ep.,G - All Ages,11678
17100,Nae Ireumeun Dokgotak,Unknown,Sports,Movie,1,15-Jul-84,Unknown,Unknown,Unknown,1 hr. 10 min.,G - All Ages,14825
17102,Lolling Seutajeu,Unknown,"Kids, Sports",TV,26,"Apr 15, 2009 to Oct 21, 2009",Unknown,Unknown,Unknown,26 min. per ep.,PG - Children,14660
17104,Lolling Seutajeu (Movie),Unknown,"Kids, Sports",Movie,1,24-Mar-11,Unknown,Unknown,Unknown,1 hr. 23 min.,PG - Children,15494
17106,Wala! Pyeon-uijeom The Animation,Unknown,Slice of Life,TV,24,"Oct 23, 2009 to Apr 2, 2010",Unknown,Unknown,Web manga,24 min. per ep.,G - All Ages,14389
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,6.91,"Adventure, Comedy, Seinen",Movie,1,20-Apr-13,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,1 hr. 36 min.,G - All Ages,8335
17115,Pokemon Best Wishes! Season 2: Episode N,6.68,"Action, Adventure, Comedy, Kids, Fantasy",TV,14,"Jan 17, 2013 to Apr 18, 2013",TV Tokyo,OLM,Game,22 min. per ep.,PG - Children,2906
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,Unknown,"Drama, Historical, Military",Movie,1,18-Dec-93,Unknown,Unknown,Unknown,1 hr. 30 min.,PG-13 - Teens 13 or older,12569
17121,Dareka no Manazashi,7.39,"Drama, Slice of Life",Movie,1,10-Feb-13,The Answer Studio,CoMix Wave Films,Original,6 min.,G - All Ages,2070
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,5.85,"Comedy, Mecha",TV,12,"Feb 6, 2013 to Apr 24, 2013","Tsubasa Entertainment, Just Production",Bouncy,Unknown,15 min. per ep.,PG-13 - Teens 13 or older,8708
17131,Dennou Sentai Voogie's★Angel: Forever and Ever,Unknown,"Action, Mecha, Comedy, Sci-Fi, Drama",OVA,1,25-Jan-99,BEAM Entertainment,J.C.Staff,Unknown,1 hr. 15 min.,PG-13 - Teens 13 or older,12335
17137,Saiyuuki Gaiden: Kouga no Shou,7.28,"Adventure, Drama, Fantasy",OVA,1,26-Apr-13,Unknown,Unknown,Manga,30 min.,PG-13 - Teens 13 or older,8129
17141,Kara The Animation,5.45,Action,TV,5,1-Mar-13,NOTTV,Unknown,Unknown,27 min. per ep.,PG-13 - Teens 13 or older,10535
17147,Gakkatsu! 2nd Season,6.44,"Comedy, School",TV,25,"Jan 16, 2013 to Sep 25, 2013",NHK,Fanworks,Unknown,5 min. per ep.,G - All Ages,9257
17151,Mogu Mogu,4.77,Music,Music,1,6-Aug-09,Unknown,W+K Tokyo,Original,4 min.,G - All Ages,12806
17157,Nozoki Ana,6.5,"Comedy, Drama, Ecchi",OVA,1,28-Feb-13,Toho,Studio Fantasia,Manga,55 min.,R+ - Mild Nudity,2497
17159,Peeping Life Specials,5.21,"Comedy, Slice of Life",Special,2,2009,CoMix Wave Films,Unknown,Unknown,5 min. per ep.,PG - Children,12321
17161,Peeping Life: The Perfect Emotion Special,5.58,"Slice of Life, Comedy",Special,1,16-Apr-10,CoMix Wave Films,Unknown,Original,5 min.,G - All Ages,12419
17163,Peeping Life: The Perfect Evolution Specials,5.72,"Slice of Life, Comedy",Special,3,27-Jan-11,CoMix Wave Films,Unknown,Original,3 min. per ep.,G - All Ages,12552
17165,SF Saiyuuki Starzinger (Movie),5.62,"Adventure, Mecha, Sci-Fi, Shounen",Movie,1,17-Mar-79,Unknown,Toei Animation,Unknown,22 min.,G - All Ages,12078
17167,Akai Koudan Zillion Recaps,6.08,"Sci-Fi, Adventure",Special,3,"Jul 21, 1987 to Aug 21, 1988",Unknown,Production I.G,Game,42 min. per ep.,PG-13 - Teens 13 or older,11738
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.47,"Sci-Fi, Police, Psychological, Mecha",Movie,1,22-Jun-13,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Production I.G,Manga,58 min.,R - 17+ (violence & profanity),2190
17201,Toki no Daichi: Hana no Oukoku no Majo,Unknown,"Adventure, Fantasy",OVA,3,"Dec 22, 1998 to Mar 25, 1999",Magic Bus,Unknown,Manga,30 min. per ep.,PG-13 - Teens 13 or older,13593
17205,Cowboy Bebop: Ein no Natsuyasumi,6.25,Adventure,Special,1,21-Dec-12,Unknown,Sunrise,Original,1 min.,G - All Ages,3638
17209,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,5.78,Kids,Special,1,2-Dec-11,TBS,Digital Media Lab,Original,2 min.,G - All Ages,13695
17211,Shouwa Ahozoushi Akanuke Ichiban!,Unknown,"Comedy, Shoujo",TV,22,"Oct 7, 1985 to Mar 24, 1986",TV Asahi,Tatsunoko Production,Manga,25 min. per ep.,PG-13 - Teens 13 or older,11309
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,Unknown,"Comedy, Kids",Movie,1,4-Jul-09,Unknown,TMS Entertainment,Unknown,50 min.,PG - Children,14575
17215,Sore Ike! Anpanman: Happy no Daibouken,Unknown,"Comedy, Kids",Movie,1,16-Jul-05,Unknown,TMS Entertainment,Unknown,51 min.,PG - Children,14603
17217,Kankara Sanshin,Unknown,"Drama, Historical",Movie,1,4-Aug-89,Tokyo Animation Film,Unknown,Unknown,1 hr. 18 min.,PG - Children,13412
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,Unknown,"Kids, Fantasy, Comedy",Movie,1,13-Jul-02,Unknown,TMS Entertainment,Unknown,50 min.,PG - Children,14050
17221,Shin Kabukichou Story Hana no Asukagumi!,5.79,"Adventure, Drama, Shoujo",OVA,1,10-Jun-87,Unknown,Toei Animation,Manga,48 min.,PG-13 - Teens 13 or older,11387
17223,Hana no Asukagumi! 2: Lonely Cats Battle Royale,5.81,"Adventure, Drama, Shoujo",OVA,1,23-Mar-90,Unknown,Toei Animation,Manga,52 min.,PG-13 - Teens 13 or older,12094
17233,Jib,6.42,"Kids, Drama, Fantasy",Movie,1,17-Mar-11,Unknown,Unknown,Unknown,1 hr. 22 min.,G - All Ages,12154
17237,Peeping Life: World History,6.05,"Slice of Life, Comedy, Historical",ONA,40,"Dec 20, 2012 to Dec 12, 2013",CoMix Wave Films,Unknown,Original,5 min. per ep.,G - All Ages,11472
17245,Christmas,5.41,"Music, Supernatural",Music,1,16-Nov-10,Unknown,Unknown,Unknown,6 min.,G - All Ages,11113
